NAME,STATE,ANNUAL
Araguari,MINAS GERAIS,5299
Cascalho Rico,MINAS GERAIS,5360
Patos de Minas,MINAS GERAIS,5299
Morada Nova de Minas,MINAS GERAIS,5475
Presidente Juscelino,MINAS GERAIS,5433
Presidente Kubitschek,MINAS GERAIS,5073
Serro,MINAS GERAIS,4877
Coroaci,MINAS GERAIS,4721
Frei Inocêncio,MINAS GERAIS,4928
Mathias Lobato,MINAS GERAIS,4928
São Félix de Minas,MINAS GERAIS,4800
Itabirinha,MINAS GERAIS,4822
Cachoeira Dourada,MINAS GERAIS,5242
Grupiara,MINAS GERAIS,5373
Abadia dos Dourados,MINAS GERAIS,5339
Coromandel,MINAS GERAIS,5330
Morro da Garça,MINAS GERAIS,5445
Gouveia,MINAS GERAIS,5167
Santo Antônio do Itambé,MINAS GERAIS,4903
Materlândia,MINAS GERAIS,4894
São João Evangelista,MINAS GERAIS,4849
Cantagalo,MINAS GERAIS,4852
Peçanha,MINAS GERAIS,4861
Virgolândia,MINAS GERAIS,4857
Nacip Raydan,MINAS GERAIS,4866
Marilac,MINAS GERAIS,4939
Jampruca,MINAS GERAIS,4919
São José do Divino,MINAS GERAIS,4851
Nova Belém,MINAS GERAIS,4716
Araporã,MINAS GERAIS,5251
Douradoquara,MINAS GERAIS,5368
Presidente Olegário,MINAS GERAIS,5345
Varjão de Minas,MINAS GERAIS,5383
Corinto,MINAS GERAIS,5480
Datas,MINAS GERAIS,5111
Serra Azul de Minas,MINAS GERAIS,4906
Paulistas,MINAS GERAIS,4914
São Pedro do Suaçuí,MINAS GERAIS,4900
Pescador,MINAS GERAIS,4899
Nova Módica,MINAS GERAIS,4933
São Gonçalo do Abaeté,MINAS GERAIS,5379
Santo Hipólito,MINAS GERAIS,5496
Monjolos,MINAS GERAIS,5459
Rio Vermelho,MINAS GERAIS,4925
São José do Jacuri,MINAS GERAIS,4856
São José da Safira,MINAS GERAIS,4819
Lagamar,MINAS GERAIS,5400
Três Marias,MINAS GERAIS,5492
Diamantina,MINAS GERAIS,5126
Coluna,MINAS GERAIS,4912
Frei Lagonegro,MINAS GERAIS,4874
José Raydan,MINAS GERAIS,4938
Santa Maria do Suaçuí,MINAS GERAIS,4938
Campanário,MINAS GERAIS,4929
Augusto de Lima,MINAS GERAIS,5489
Couto de Magalhães de Minas,MINAS GERAIS,5112
Felício dos Santos,MINAS GERAIS,5035
São Sebastião do Maranhão,MINAS GERAIS,4921
Frei Gaspar,MINAS GERAIS,4825
Ouro Verde de Minas,MINAS GERAIS,4840
Vazante,MINAS GERAIS,5388
São Gonçalo do Rio Preto,MINAS GERAIS,5070
Água Boa,MINAS GERAIS,4985
Franciscópolis,MINAS GERAIS,4950
Itambacuri,MINAS GERAIS,4847
Ataléia,MINAS GERAIS,4810
Lassance,MINAS GERAIS,5533
Buenópolis,MINAS GERAIS,5449
Senador Modestino Gonçalves,MINAS GERAIS,5061
Itamarandiba,MINAS GERAIS,4962
Aricanduva,MINAS GERAIS,4913
Teófilo Otoni,MINAS GERAIS,4869
Guarda-Mor,MINAS GERAIS,5391
Lagoa Grande,MINAS GERAIS,5510
Joaquim Felício,MINAS GERAIS,5442
Malacacheta,MINAS GERAIS,4834
Poté,MINAS GERAIS,4902
Nanuque,MINAS GERAIS,4910
Serra dos Aimorés,MINAS GERAIS,4901
João Pinheiro,MINAS GERAIS,5514
Capelinha,MINAS GERAIS,4960
Angelândia,MINAS GERAIS,4885
Carlos Chagas,MINAS GERAIS,4909
Várzea da Palma,MINAS GERAIS,5591
Setubinha,MINAS GERAIS,4914
Ladainha,MINAS GERAIS,4898
Carbonita,MINAS GERAIS,5116
Novo Cruzeiro,MINAS GERAIS,4862
Buritizeiro,MINAS GERAIS,5630
Olhos-d'Água,MINAS GERAIS,5326
Veredinha,MINAS GERAIS,5083
Itaipé,MINAS GERAIS,4876
Novo Oriente de Minas,MINAS GERAIS,4993
Pavão,MINAS GERAIS,4934
Pirapora,MINAS GERAIS,5642
Francisco Dumont,MINAS GERAIS,5627
Engenheiro Navarro,MINAS GERAIS,5561
Turmalina,MINAS GERAIS,5125
Catuji,MINAS GERAIS,4850
Umburatiba,MINAS GERAIS,4966
Paracatu,MINAS GERAIS,5457
Jequitaí,MINAS GERAIS,5630
Minas Novas,MINAS GERAIS,5104
Caraí,MINAS GERAIS,4964
Crisólita,MINAS GERAIS,4988
Claro dos Poções,MINAS GERAIS,5575
Bocaiúva,MINAS GERAIS,5545
Itacambira,MINAS GERAIS,5407
Leme do Prado,MINAS GERAIS,5154
Chapada do Norte,MINAS GERAIS,5145
Jenipapo de Minas,MINAS GERAIS,5178
Padre Paraíso,MINAS GERAIS,4883
Águas Formosas,MINAS GERAIS,5011
Machacalis,MINAS GERAIS,4996
Bertópolis,MINAS GERAIS,4974
Brasilândia de Minas,MINAS GERAIS,5593
Lagoa dos Patos,MINAS GERAIS,5567
Guaraciama,MINAS GERAIS,5504
Berilo,MINAS GERAIS,5216
Francisco Badaró,MINAS GERAIS,5218
Ibiaí,MINAS GERAIS,5673
São João da Lagoa,MINAS GERAIS,5560
Botumirim,MINAS GERAIS,5163
José Gonçalves de Minas,MINAS GERAIS,5135
Araçuaí,MINAS GERAIS,5260
Monte Formoso,MINAS GERAIS,4917
Fronteira dos Vales,MINAS GERAIS,4976
Santa Helena de Minas,MINAS GERAIS,4890
Glaucilândia,MINAS GERAIS,5555
Juramento,MINAS GERAIS,5548
Virgem da Lapa,MINAS GERAIS,5119
Dom Bosco,MINAS GERAIS,5536
Santa Fé de Minas,MINAS GERAIS,5661
Coração de Jesus,MINAS GERAIS,5615
Montes Claros,MINAS GERAIS,5561
Cristália,MINAS GERAIS,5166
Ponto dos Volantes,MINAS GERAIS,5067
Joaíma,MINAS GERAIS,5011
Palmópolis,MINAS GERAIS,4834
Bonfinópolis de Minas,MINAS GERAIS,5594
Ponto Chique,MINAS GERAIS,5709
Grão Mogol,MINAS GERAIS,5180
Coronel Murta,MINAS GERAIS,5149
Itinga,MINAS GERAIS,5292
Itaobim,MINAS GERAIS,5225
Felisburgo,MINAS GERAIS,4870
Rio do Prado,MINAS GERAIS,4943
Natalândia,MINAS GERAIS,5490
Campo Azul,MINAS GERAIS,5640
São João do Pacuí,MINAS GERAIS,5659
Francisco Sá,MINAS GERAIS,5621
Josenópolis,MINAS GERAIS,5130
Santo Antônio do Jacinto,MINAS GERAIS,4832
Unaí,MINAS GERAIS,5512
São Romão,MINAS GERAIS,5713
Padre Carvalho,MINAS GERAIS,5144
Rubelita,MINAS GERAIS,5203
Jequitinhonha,MINAS GERAIS,5029
Rubim,MINAS GERAIS,4969
Ubaí,MINAS GERAIS,5661
Mirabela,MINAS GERAIS,5678
Capitão Enéas,MINAS GERAIS,5663
Comercinho,MINAS GERAIS,5136
Riachinho,MINAS GERAIS,5671
Icaraí de Minas,MINAS GERAIS,5703
Brasília de Minas,MINAS GERAIS,5664
Salinas,MINAS GERAIS,5206
Medina,MINAS GERAIS,5039
Almenara,MINAS GERAIS,5022
Santa Maria do Salto,MINAS GERAIS,4899
Uruana de Minas,MINAS GERAIS,5591
Urucuia,MINAS GERAIS,5672
Pintópolis,MINAS GERAIS,5768
Luislândia,MINAS GERAIS,5687
Patis,MINAS GERAIS,5666
Fruta de Leite,MINAS GERAIS,5258
Santa Cruz de Salinas,MINAS GERAIS,5127
Jacinto,MINAS GERAIS,4938
Cabeceira Grande,MINAS GERAIS,5403
São Francisco,MINAS GERAIS,5731
Japonvar,MINAS GERAIS,5714
Riacho dos Machados,MINAS GERAIS,5620
Novorizonte,MINAS GERAIS,5227
Cachoeira de Pajeú,MINAS GERAIS,5074
Pedra Azul,MINAS GERAIS,5062
Salto da Divisa,MINAS GERAIS,4905
Arinos,MINAS GERAIS,5647
Lontra,MINAS GERAIS,5700
São João da Ponte,MINAS GERAIS,5699
Curral de Dentro,MINAS GERAIS,5172
Bandeira,MINAS GERAIS,4976
Jordânia,MINAS GERAIS,4944
Janaúba,MINAS GERAIS,5737
Nova Porteirinha,MINAS GERAIS,5724
Serranópolis de Minas,MINAS GERAIS,5699
Taiobeiras,MINAS GERAIS,5190
Ibiracatu,MINAS GERAIS,5733
Varzelândia,MINAS GERAIS,5741
Porteirinha,MINAS GERAIS,5694
Águas Vermelhas,MINAS GERAIS,5042
Divisa Alegre,MINAS GERAIS,5053
Divisópolis,MINAS GERAIS,4995
Mata Verde,MINAS GERAIS,4897
Buritis,MINAS GERAIS,5622
Pedras de Maria da Cruz,MINAS GERAIS,5787
Verdelândia,MINAS GERAIS,5742
Rio Pardo de Minas,MINAS GERAIS,5259
Berizal,MINAS GERAIS,5152
Januária,MINAS GERAIS,5815
Pai Pedro,MINAS GERAIS,5767
Indaiabira,MINAS GERAIS,5194
Catuti,MINAS GERAIS,5787
Mato Verde,MINAS GERAIS,5803
Vargem Grande do Rio Pardo,MINAS GERAIS,5248
Chapada Gaúcha,MINAS GERAIS,5580
Bonito de Minas,MINAS GERAIS,5744
Cônego Marinho,MINAS GERAIS,5773
Jaíba,MINAS GERAIS,5744
Santo Antônio do Retiro,MINAS GERAIS,5306
São João do Paraíso,MINAS GERAIS,5183
Ninheira,MINAS GERAIS,5138
Monte Azul,MINAS GERAIS,5715
Montezuma,MINAS GERAIS,5325
Itacarambi,MINAS GERAIS,5809
Gameleiras,MINAS GERAIS,5713
Mamonas,MINAS GERAIS,5685
Formoso,MINAS GERAIS,5542
São João das Missões,MINAS GERAIS,5818
Matias Cardoso,MINAS GERAIS,5826
Espinosa,MINAS GERAIS,5743
Manga,MINAS GERAIS,5847
Miravânia,MINAS GERAIS,5819
Montalvânia,MINAS GERAIS,5815
Juvenília,MINAS GERAIS,5857
Santana do Araguaia,PARÁ,5046
Santa Maria das Barreiras,PARÁ,5108
Conceição do Araguaia,PARÁ,5079
Redenção,PARÁ,4981
Cumaru do Norte,PARÁ,4803
Pau D'Arco,PARÁ,4975
Floresta do Araguaia,PARÁ,4954
Bannach,PARÁ,4823
Rio Maria,PARÁ,4938
Novo Progresso,PARÁ,4600
Xinguara,PARÁ,4927
Sapucaia,PARÁ,4917
Ourilândia do Norte,PARÁ,4740
Água Azul do Norte,PARÁ,4840
Tucumã,PARÁ,4758
São Félix do Xingu,PARÁ,4704
Canaã dos Carajás,PARÁ,4909
Piçarra,PARÁ,4942
São Geraldo do Araguaia,PARÁ,5002
Jacareacanga,PARÁ,4562
Parauapebas,PARÁ,4774
Curionópolis,PARÁ,4763
Eldorado do Carajás,PARÁ,4903
Brejo Grande do Araguaia,PARÁ,4923
Palestina do Pará,PARÁ,4953
São Domingos do Araguaia,PARÁ,4909
Marabá,PARÁ,4881
São João do Araguaia,PARÁ,5008
Itupiranga,PARÁ,4793
Bom Jesus do Tocantins,PARÁ,4824
Abel Figueiredo,PARÁ,4866
Nova Ipixuna,PARÁ,4734
Rondon do Pará,PARÁ,4825
Trairão,PARÁ,4487
Jacundá,PARÁ,4725
Itaituba,PARÁ,4678
Dom Eliseu,PARÁ,4780
Novo Repartimento,PARÁ,4678
Rurópolis,PARÁ,4531
Placas,PARÁ,4501
Pacajá,PARÁ,4552
Tucuruí,PARÁ,4687
Breu Branco,PARÁ,4645
Goianésia do Pará,PARÁ,4742
Uruará,PARÁ,4451
Ulianópolis,PARÁ,4775
Aveiro,PARÁ,4680
Anapu,PARÁ,4477
Medicilândia,PARÁ,4359
Brasil Novo,PARÁ,4378
Altamira,PARÁ,4437
Paragominas,PARÁ,4888
Vitória do Xingu,PARÁ,4608
Tailândia,PARÁ,4774
Baião,PARÁ,4750
Mojuí dos Campos,PARÁ,4547
Belterra,PARÁ,4633
Senador José Porfírio,PARÁ,4556
Mocajuba,PARÁ,4891
Ipixuna do Pará,PARÁ,4884
Santarém,PARÁ,4875
Tomé-Açu,PARÁ,4857
Nova Esperança do Piriá,PARÁ,4931
Faro,PARÁ,4650
Juruti,PARÁ,4732
Cametá,PARÁ,5011
Terra Santa,PARÁ,4759
Aurora do Pará,PARÁ,4859
Monte Alegre,PARÁ,4975
Oeiras do Pará,PARÁ,4875
Igarapé-Miri,PARÁ,4838
Acará,PARÁ,4909
Concórdia do Pará,PARÁ,4874
Mãe do Rio,PARÁ,4918
Óbidos,PARÁ,4758
Curuá,PARÁ,4880
Alenquer,PARÁ,4750
Portel,PARÁ,4864
Bagre,PARÁ,5074
Limoeiro do Ajuru,PARÁ,5146
Moju,PARÁ,4873
Garrafão do Norte,PARÁ,4933
Oriximiná,PARÁ,4661
Prainha,PARÁ,4907
Melgaço,PARÁ,4848
Curralinho,PARÁ,5077
Irituia,PARÁ,4863
Cachoeira do Piriá,PARÁ,4792
Porto de Moz,PARÁ,4718
Breves,PARÁ,4725
São Sebastião da Boa Vista,PARÁ,5045
Abaetetuba,PARÁ,4896
São Domingos do Capim,PARÁ,4899
Capitão Poço,PARÁ,4855
São Miguel do Guamá,PARÁ,4875
Almeirim,PARÁ,4803
Muaná,PARÁ,4882
Barcarena,PARÁ,4872
Belém,PARÁ,4864
Bujaru,PARÁ,4847
Ourém,PARÁ,4805
Santa Luzia do Pará,PARÁ,4794
Gurupá,PARÁ,4792
Ponta de Pedras,PARÁ,5149
Marituba,PARÁ,4731
Ananindeua,PARÁ,4731
Benevides,PARÁ,4754
Inhangapi,PARÁ,4761
Bonito,PARÁ,4775
Santa Izabel do Pará,PARÁ,4711
Castanhal,PARÁ,4710
Santa Maria do Pará,PARÁ,4755
Santa Bárbara do Pará,PARÁ,4682
Santo Antônio do Tauá,PARÁ,4684
São Francisco do Pará,PARÁ,4741
Peixe-Boi,PARÁ,4775
Nova Timboteua,PARÁ,4775
Capanema,PARÁ,4750
Viseu,PARÁ,4929
Igarapé-Açu,PARÁ,4729
Tracuateua,PARÁ,4797
Bragança,PARÁ,4837
Anajás,PARÁ,4662
Cachoeira do Arari,PARÁ,4832
Terra Alta,PARÁ,4687
Augusto Corrêa,PARÁ,4958
Colares,PARÁ,4705
Vigia,PARÁ,4625
São João da Ponta,PARÁ,4678
Santarém Novo,PARÁ,4804
Primavera,PARÁ,4828
Quatipuru,PARÁ,4861
Salvaterra,PARÁ,5047
Magalhães Barata,PARÁ,4762
Maracanã,PARÁ,4837
São João de Pirabas,PARÁ,4946
Santa Cruz do Arari,PARÁ,4730
Soure,PARÁ,5030
São Caetano de Odivelas,PARÁ,4913
Curuçá,PARÁ,4825
Marapanim,PARÁ,4934
Salinópolis,PARÁ,5060
Afuá,PARÁ,4701
Chaves,PARÁ,4815
São Sebastião do Umbuzeiro,PARAÍBA,5664
Zabelê,PARAÍBA,5686
São João do Tigre,PARAÍBA,5662
Monteiro,PARAÍBA,5788
Camalaú,PARAÍBA,5728
Congo,PARAÍBA,5657
Barra de São Miguel,PARAÍBA,5538
São José de Princesa,PARAÍBA,5890
Manaíra,PARAÍBA,5890
Princesa Isabel,PARAÍBA,5879
Prata,PARAÍBA,5766
Sumé,PARAÍBA,5695
Caraúbas,PARAÍBA,5533
Riacho de Santo Antônio,PARAÍBA,5435
Alcantil,PARAÍBA,5384
Santa Cecília,PARAÍBA,5339
Umbuzeiro,PARAÍBA,5310
Conceição,PARAÍBA,5897
Santa Inês,PARAÍBA,5897
Santana de Mangueira,PARAÍBA,5920
Tavares,PARAÍBA,5882
Ouro Velho,PARAÍBA,5803
Amparo,PARAÍBA,5778
Coxixola,PARAÍBA,5599
São Domingos do Cariri,PARAÍBA,5497
Gado Bravo,PARAÍBA,5278
Natuba,PARAÍBA,5376
Ibiara,PARAÍBA,5941
Curral Velho,PARAÍBA,5974
Nova Olinda,PARAÍBA,5977
Juru,PARAÍBA,5899
Água Branca,PARAÍBA,5899
Serra Branca,PARAÍBA,5606
Cabaceiras,PARAÍBA,5561
Boqueirão,PARAÍBA,5440
Barra de Santana,PARAÍBA,5334
Aroeiras,PARAÍBA,5303
Caaporã,PARAÍBA,5410
Pitimbu,PARAÍBA,5504
Boa Ventura,PARAÍBA,5987
Diamante,PARAÍBA,5987
Pedra Branca,PARAÍBA,5991
Santana dos Garrotes,PARAÍBA,5944
Imaculada,PARAÍBA,5885
Livramento,PARAÍBA,5711
São José dos Cordeiros,PARAÍBA,5680
São João do Cariri,PARAÍBA,5604
Caturité,PARAÍBA,5417
Queimadas,PARAÍBA,5382
Fagundes,PARAÍBA,5270
Itatuba,PARAÍBA,5277
Salgado de São Félix,PARAÍBA,5362
Juripiranga,PARAÍBA,5385
Pedras de Fogo,PARAÍBA,5403
Alhandra,PARAÍBA,5416
Bonito de Santa Fé,PARAÍBA,5938
São José de Caiana,PARAÍBA,5998
Itaporanga,PARAÍBA,5997
Mãe d'Água,PARAÍBA,5897
Maturéia,PARAÍBA,5866
Desterro,PARAÍBA,5753
Parari,PARAÍBA,5627
Boa Vista,PARAÍBA,5442
Riachão do Bacamarte,PARAÍBA,5267
Ingá,PARAÍBA,5267
Mogeiro,PARAÍBA,5273
Itabaiana,PARAÍBA,5359
Pilar,PARAÍBA,5387
Conde,PARAÍBA,5449
Monte Horebe,PARAÍBA,5948
Serra Grande,PARAÍBA,6002
Igaracy,PARAÍBA,5999
Piancó,PARAÍBA,6001
Olho d'Água,PARAÍBA,5990
São José do Bonfim,PARAÍBA,5951
Teixeira,PARAÍBA,5914
Cacimbas,PARAÍBA,5810
Taperoá,PARAÍBA,5703
Santo André,PARAÍBA,5622
Gurjão,PARAÍBA,5543
Lagoa Seca,PARAÍBA,5247
Campina Grande,PARAÍBA,5247
Massaranduba,PARAÍBA,5215
Serra Redonda,PARAÍBA,5185
Juarez Távora,PARAÍBA,5253
São José dos Ramos,PARAÍBA,5327
Riachão do Poço,PARAÍBA,5344
São Miguel de Taipu,PARAÍBA,5344
Santa Rita,PARAÍBA,5462
São José de Piranhas,PARAÍBA,6023
Aguiar,PARAÍBA,6041
Emas,PARAÍBA,5973
Catingueira,PARAÍBA,5983
Santa Teresinha,PARAÍBA,6032
Cacimba de Areia,PARAÍBA,5950
Passagem,PARAÍBA,5882
Areia de Baraúnas,PARAÍBA,5842
Salgadinho,PARAÍBA,5747
Assunção,PARAÍBA,5642
Juazeirinho,PARAÍBA,5561
Soledade,PARAÍBA,5478
Pocinhos,PARAÍBA,5417
Montadas,PARAÍBA,5437
Puxinanã,PARAÍBA,5437
São Sebastião de Lagoa de Roça,PARAÍBA,5349
Alagoa Nova,PARAÍBA,5261
Matinhas,PARAÍBA,5261
Gurinhém,PARAÍBA,5320
Mari,PARAÍBA,5378
Caldas Brandão,PARAÍBA,5378
Sapé,PARAÍBA,5380
Sobrado,PARAÍBA,5380
Cruz do Espírito Santo,PARAÍBA,5395
Bayeux,PARAÍBA,5473
João Pessoa,PARAÍBA,5530
Carrapateira,PARAÍBA,6039
Coremas,PARAÍBA,6013
Cajazeirinhas,PARAÍBA,5979
Patos,PARAÍBA,5939
Quixaba,PARAÍBA,5913
Junco do Seridó,PARAÍBA,5735
Olivedos,PARAÍBA,5451
Areial,PARAÍBA,5454
Esperança,PARAÍBA,5442
Remígio,PARAÍBA,5371
Areia,PARAÍBA,5371
Alagoa Grande,PARAÍBA,5205
Mulungu,PARAÍBA,5295
Cabedelo,PARAÍBA,5619
Cachoeira dos Índios,PARAÍBA,6003
Cajazeiras,PARAÍBA,6022
Nazarezinho,PARAÍBA,6059
São José da Lagoa Tapada,PARAÍBA,6042
São Bentinho,PARAÍBA,6006
Condado,PARAÍBA,6017
Malta,PARAÍBA,6013
São Mamede,PARAÍBA,5895
Santa Luzia,PARAÍBA,5860
Tenório,PARAÍBA,5688
São Vicente do Seridó,PARAÍBA,5658
Cubati,PARAÍBA,5596
Algodão de Jandaíra,PARAÍBA,5403
Pilões,PARAÍBA,5292
Cuitegi,PARAÍBA,5184
Alagoinha,PARAÍBA,5184
Guarabira,PARAÍBA,5241
Araçagi,PARAÍBA,5345
Cuité de Mamanguape,PARAÍBA,5375
Capim,PARAÍBA,5416
Lucena,PARAÍBA,5730
Bom Jesus,PARAÍBA,5995
Marizópolis,PARAÍBA,6046
Sousa,PARAÍBA,6052
Aparecida,PARAÍBA,6021
São Domingos,PARAÍBA,6001
Pombal,PARAÍBA,6009
São José de Espinharas,PARAÍBA,5944
Várzea,PARAÍBA,5881
São José do Sabugi,PARAÍBA,5805
Pedra Lavrada,PARAÍBA,5655
Sossêgo,PARAÍBA,5496
Casserengue,PARAÍBA,5439
Arara,PARAÍBA,5431
Solânea,PARAÍBA,5352
Borborema,PARAÍBA,5352
Serraria,PARAÍBA,5352
Pilõezinhos,PARAÍBA,5210
Sertãozinho,PARAÍBA,5263
Pirpirituba,PARAÍBA,5263
Itapororoca,PARAÍBA,5418
Mamanguape,PARAÍBA,5432
Marcação,PARAÍBA,5472
Rio Tinto,PARAÍBA,5472
Santa Helena,PARAÍBA,5990
São João do Rio do Peixe,PARAÍBA,5993
Vista Serrana,PARAÍBA,5972
Nova Palmeira,PARAÍBA,5680
Barra de Santa Rosa,PARAÍBA,5435
Bananeiras,PARAÍBA,5440
Belém,PARAÍBA,5324
Duas Estradas,PARAÍBA,5346
Serra da Raiz,PARAÍBA,5346
Lagoa de Dentro,PARAÍBA,5394
Curral de Cima,PARAÍBA,5433
Baía da Traição,PARAÍBA,5756
Poço de José de Moura,PARAÍBA,5934
Triunfo,PARAÍBA,5934
São Francisco,PARAÍBA,5976
Lagoa,PARAÍBA,5999
Jericó,PARAÍBA,5979
Paulista,PARAÍBA,6007
Baraúna,PARAÍBA,5579
Damião,PARAÍBA,5446
Cacimba de Dentro,PARAÍBA,5326
Dona Inês,PARAÍBA,5364
Logradouro,PARAÍBA,5456
Caiçara,PARAÍBA,5456
Jacaraú,PARAÍBA,5516
Pedro Régis,PARAÍBA,5516
Mataraca,PARAÍBA,5596
Bernardino Batista,PARAÍBA,5874
Uiraúna,PARAÍBA,5885
Joca Claudino,PARAÍBA,5885
Vieirópolis,PARAÍBA,5942
Lastro,PARAÍBA,5943
Santa Cruz,PARAÍBA,5984
Mato Grosso,PARAÍBA,6013
São Bento,PARAÍBA,5979
Picuí,PARAÍBA,5671
Nova Floresta,PARAÍBA,5599
Cuité,PARAÍBA,5428
Araruna,PARAÍBA,5482
Riachão,PARAÍBA,5373
Tacima,PARAÍBA,5373
Poço Dantas,PARAÍBA,5867
Bom Sucesso,PARAÍBA,6006
Brejo dos Santos,PARAÍBA,5998
Riacho dos Cavalos,PARAÍBA,5985
Frei Martinho,PARAÍBA,5678
Catolé do Rocha,PARAÍBA,5950
Brejo do Cruz,PARAÍBA,5993
Belém do Brejo do Cruz,PARAÍBA,5970
São José do Brejo do Cruz,PARAÍBA,5945
Palmas,PARANÁ,4571
Mariópolis,PARANÁ,4664
Clevelândia,PARANÁ,4643
General Carneiro,PARANÁ,4184
Barracão,PARANÁ,4692
Flor da Serra do Sul,PARANÁ,4677
Vitorino,PARANÁ,4683
Bom Jesus do Sul,PARANÁ,4736
Salgado Filho,PARANÁ,4711
Renascença,PARANÁ,4695
Pato Branco,PARANÁ,4690
Coronel Domingos Soares,PARANÁ,4604
Bituruna,PARANÁ,4288
Porto Vitória,PARANÁ,4231
União da Vitória,PARANÁ,4144
Paula Freitas,PARANÁ,4090
Santo Antônio do Sudoeste,PARANÁ,4736
Manfrinópolis,PARANÁ,4722
Francisco Beltrão,PARANÁ,4703
Marmeleiro,PARANÁ,4703
Bom Sucesso do Sul,PARANÁ,4723
Honório Serpa,PARANÁ,4667
Rio Negro,PARANÁ,4139
Piên,PARANÁ,4122
Pranchita,PARANÁ,4751
Pinhal de São Bento,PARANÁ,4757
Itapejara d'Oeste,PARANÁ,4747
Coronel Vivida,PARANÁ,4709
Cruz Machado,PARANÁ,4300
Paulo Frontin,PARANÁ,4058
Antônio Olinto,PARANÁ,4165
Campo do Tenente,PARANÁ,4162
Agudos do Sul,PARANÁ,4136
Bela Vista da Caroba,PARANÁ,4778
Ampére,PARANÁ,4763
Nova Esperança do Sudoeste,PARANÁ,4759
Enéas Marques,PARANÁ,4750
Verê,PARANÁ,4766
Chopinzinho,PARANÁ,4720
Mangueirinha,PARANÁ,4714
Mallet,PARANÁ,4089
São Mateus do Sul,PARANÁ,4148
Quitandinha,PARANÁ,4165
Tijucas do Sul,PARANÁ,4101
Guaratuba,PARANÁ,3968
Pérola d'Oeste,PARANÁ,4782
Realeza,PARANÁ,4786
Santa Izabel do Oeste,PARANÁ,4781
Salto do Lontra,PARANÁ,4785
São João,PARANÁ,4763
Reserva do Iguaçu,PARANÁ,4692
Lapa,PARANÁ,4208
Mandirituba,PARANÁ,4164
Matinhos,PARANÁ,3845
Capanema,PARANÁ,4764
Planalto,PARANÁ,4768
Dois Vizinhos,PARANÁ,4768
São Jorge d'Oeste,PARANÁ,4750
Sulina,PARANÁ,4754
Saudade do Iguaçu,PARANÁ,4742
Foz do Jordão,PARANÁ,4710
Pinhão,PARANÁ,4593
Rio Azul,PARANÁ,4203
São João do Triunfo,PARANÁ,4219
Contenda,PARANÁ,4205
Fazenda Rio Grande,PARANÁ,4175
Pontal do Paraná,PARANÁ,3802
Nova Prata do Iguaçu,PARANÁ,4760
Boa Esperança do Iguaçu,PARANÁ,4760
Cruzeiro do Iguaçu,PARANÁ,4757
Candói,PARANÁ,4685
Inácio Martins,PARANÁ,4244
Rebouças,PARANÁ,4253
Balsa Nova,PARANÁ,4251
Araucária,PARANÁ,4198
Foz do Iguaçu,PARANÁ,4776
Capitão Leônidas Marques,PARANÁ,4716
Rio Bonito do Iguaçu,PARANÁ,4699
Porto Barreiro,PARANÁ,4701
Irati,PARANÁ,4311
Porto Amazonas,PARANÁ,4310
Campo Largo,PARANÁ,4188
São José dos Pinhais,PARANÁ,4201
Morretes,PARANÁ,3785
Paranaguá,PARANÁ,3904
Santa Terezinha de Itaipu,PARANÁ,4802
Serranópolis do Iguaçu,PARANÁ,4724
Santa Lúcia,PARANÁ,4707
Boa Vista da Aparecida,PARANÁ,4716
Três Barras do Paraná,PARANÁ,4717
Quedas do Iguaçu,PARANÁ,4739
Espigão Alto do Iguaçu,PARANÁ,4725
Laranjeiras do Sul,PARANÁ,4721
Virmond,PARANÁ,4689
Cantagalo,PARANÁ,4693
Guarapuava,PARANÁ,4543
Fernandes Pinheiro,PARANÁ,4333
Teixeira Soares,PARANÁ,4353
Palmeira,PARANÁ,4372
Campo Magro,PARANÁ,4211
Curitiba,PARANÁ,4194
Pinhais,PARANÁ,4176
Quatro Barras,PARANÁ,4165
Piraquara,PARANÁ,4165
Antonina,PARANÁ,3825
São Miguel do Iguaçu,PARANÁ,4771
Medianeira,PARANÁ,4729
Lindoeste,PARANÁ,4696
Nova Laranjeiras,PARANÁ,4718
Almirante Tamandaré,PARANÁ,4237
Colombo,PARANÁ,4194
Campina Grande do Sul,PARANÁ,4177
Guaraqueçaba,PARANÁ,3910
Matelândia,PARANÁ,4734
Catanduvas,PARANÁ,4702
Goioxim,PARANÁ,4704
Prudentópolis,PARANÁ,4458
Guamiranga,PARANÁ,4495
Imbituva,PARANÁ,4446
Rio Branco do Sul,PARANÁ,4260
Itaperuçu,PARANÁ,4260
Bocaiúva do Sul,PARANÁ,4223
Itaipulândia,PARANÁ,4819
Missal,PARANÁ,4792
Ramilândia,PARANÁ,4778
Céu Azul,PARANÁ,4728
Vera Cruz do Oeste,PARANÁ,4728
Santa Tereza do Oeste,PARANÁ,4697
Ibema,PARANÁ,4722
Guaraniaçu,PARANÁ,4762
Marquinho,PARANÁ,4767
Campina do Simão,PARANÁ,4674
Ponta Grossa,PARANÁ,4490
Cascavel,PARANÁ,4724
Campo Bonito,PARANÁ,4784
Diamante do Sul,PARANÁ,4818
Turvo,PARANÁ,4613
Ivaí,PARANÁ,4564
Ipiranga,PARANÁ,4523
Tunas do Paraná,PARANÁ,4248
Santa Helena,PARANÁ,4836
